Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
string,integer,string,string,ra,dec,integer,float,float,float,float,float,string,float,integer,string,float,real,float,float,float,float,float,float,integer,float,float,float,float,float,float,float,float,float,string,string,datetime
Kepler-387 c,9209624,K02443.02,Kepler-387 c,19 11 11.565,+45 39 24.16,893,1.020,3.508,11.837,0.520,88.810,Pinsonneault,22.300,,Mandel and Agol (2002 ApJ 580 171),142.224,82.0,0.106,0.009,6.700e-4,1.010,1.130,1.090,6314,4.420,13.987,14.355,13.945,13.830,13.805,12.909,12.608,12.536,YES,2014-02-26,2013-12-19 00:00:00
Kepler-388 b,8544992,K02466.01,Kepler-388 b,18 59 18.728,+44 36 31.43,820,0.950,1.920,3.173,0.730,85.370,Pinsonneault,8.900,,Mandel and Agol (2002 ApJ 580 171),133.685,206.0,0.036,0.014,0.003,13.900,0.635,0.606,4530,4.680,14.993,15.989,14.934,14.566,14.365,13.261,12.657,12.544,YES,2014-02-26,2013-12-19 00:00:00
Kepler-388 c,8544992,K02466.02,Kepler-388 c,18 59 18.728,+44 36 31.43,507,1.060,3.055,13.297,0.740,88.240,Pinsonneault,23.000,,Mandel and Agol (2002 ApJ 580 171),140.943,256.0,0.094,0.016,0.003,13.900,0.635,0.606,4530,4.680,14.993,15.989,14.934,14.566,14.365,13.261,12.657,12.544,YES,2014-02-26,2013-12-19 00:00:00
Kepler-389 b,8753896,K02473.01,Kepler-389 b,19 27 50.398,+44 54 00.08,1022,1.920,2.123,3.244,0.890,81.360,KIC,5.900,,Mandel and Agol (2002 ApJ 580 171),132.934,357.0,0.042,0.021,0.003,,0.950,0.840,5174,4.570,15.770,16.437,15.718,15.484,15.340,14.417,13.903,13.896,YES,2014-02-26,2013-12-19 00:00:00
Kepler-389 c,8753896,K02473.03,Kepler-389 c,19 27 50.398,+44 54 00.08,636,1.600,3.830,14.512,0.000,90.000,q1_q16_stellar,29.000,80,mandel-agol_geometric_transit_model,143.817,430.9,0.109,0.019,0.052,,,0.785,5380,4.564,15.770,16.437,15.718,15.484,15.340,14.417,13.903,13.896,YES,2014-02-26,2013-12-19 00:00:00
Kepler-39 b,9478990,K00423.01,Kepler-39 b,19 47 50.464,+46 02 03.49,712,9.800,5.913,21.087,0.029,89.950,Pinsonneault,29.600,,Mandel and Agol (2002 ApJ 580 171),202.858,8940.0,0.155,0.086,7.400e-4,0.800,1.110,1.040,6225,4.450,14.327,14.742,14.279,14.149,14.076,13.236,12.999,12.918,YES,2013-03-05,2014-06-10 00:00:00
Kepler-390 b,5959719,K02498.01,Kepler-390 b,19 26 30.908,+41 12 30.96,790,0.840,2.525,6.738,0.650,87.660,Pinsonneault,15.700,,Mandel and Agol (2002 ApJ 580 171),133.332,111.0,0.066,0.010,0.001,1.600,0.844,0.750,5309,4.610,13.942,14.559,13.907,13.678,13.572,12.584,12.194,12.075,YES,2014-02-26,2013-12-19 00:00:00
Kepler-390 c,5959719,K02498.02,Kepler-390 c,19 26 30.908,+41 12 30.96,630.6,0.730,2.893,13.060,0.000,90.000,q1_q16_stellar,35.000,96,mandel-agol_geometric_transit_model,144.329,93.8,0.101,0.009,0.021,,,0.769,5168,4.566,13.942,14.559,13.907,13.678,13.572,12.584,12.194,12.075,YES,2014-02-26,2013-12-19 00:00:00
Kepler-391 b,12306058,K02541.01,Kepler-391 b,19 22 29.238,+51 03 26.28,1279,2.160,6.839,7.417,0.619,84.800,Pinsonneault,6.640,,Mandel and Agol (2002 ApJ 580 171),137.960,74.0,0.078,0.008,3.000e-4,5.700,1.172,2.410,5214,3.740,13.007,13.683,12.931,12.717,12.560,11.564,11.072,10.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-391 c,12306058,K02541.02,Kepler-391 c,19 22 29.238,+51 03 26.28,927,2.810,10.441,20.485,0.769,85.500,q1_q16_stellar,9.800,54,mandel-agol_geometric_transit_model,146.930,100.6,0.161,0.010,0.004,,,2.555,5267,3.742,13.007,13.683,12.931,12.717,12.560,11.564,11.072,10.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-392 b,7673841,K02585.01,Kepler-392 b,19 14 38.584,+43 22 05.09,1364,1.200,3.674,5.342,0.030,89.950,Pinsonneault,11.200,,Mandel and Agol (2002 ApJ 580 171),136.321,70.0,0.064,0.008,3.400e-4,2.970,1.230,1.460,6482,4.200,13.455,13.791,13.421,13.311,13.310,12.414,12.151,12.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-392 c,7673841,K02585.02,Kepler-392 c,19 14 38.584,+43 22 05.09,1088,1.256,1.865,10.423,0.310,89.600,q1_q16_stellar,41.000,121,mandel-agol_geometric_transit_model,135.150,77.5,0.097,0.008,0.005,,,1.403,6474,4.188,13.455,13.791,13.421,13.311,13.310,12.414,12.151,12.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-393 b,8883329,K02595.01,Kepler-393 b,19 23 58.865,+45 11 31.96,1259,1.820,4.422,9.183,0.888,83.080,Pinsonneault,7.670,,Mandel and Agol (2002 ApJ 580 171),134.048,84.0,0.095,0.010,3.800e-4,2.150,1.380,1.700,6742,4.110,13.223,13.494,13.178,13.107,13.076,12.325,12.087,11.995,YES,2014-02-26,2013-12-19 00:00:00
Kepler-393 c,8883329,K02595.02,Kepler-393 c,19 23 58.865,+45 11 31.96,1076,2.070,5.406,14.614,0.876,85.370,Pinsonneault,10.450,,Mandel and Agol (2002 ApJ 580 171),140.408,112.0,0.130,0.011,3.700e-4,2.150,1.380,1.700,6742,4.110,13.223,13.494,13.178,13.107,13.076,12.325,12.087,11.995,YES,2014-02-26,2013-12-19 00:00:00
Kepler-394 b,12120307,K02597.01,Kepler-394 b,19 45 12.473,+50 40 20.36,1026,1.630,3.290,8.005,0.710,87.090,Pinsonneault,13.500,,Mandel and Agol (2002 ApJ 580 171),138.703,194.0,0.083,0.014,0.001,0.250,1.170,1.100,6392,4.420,14.790,15.172,14.741,14.626,14.601,13.724,13.436,13.384,YES,2014-02-26,2013-12-19 00:00:00
Kepler-394 c,12120307,K02597.02,Kepler-394 c,19 45 12.473,+50 40 20.36,895,1.700,3.938,12.131,0.680,87.660,Pinsonneault,17.800,,Mandel and Agol (2002 ApJ 580 171),139.880,213.0,0.109,0.014,0.001,0.250,1.170,1.100,6392,4.420,14.790,15.172,14.741,14.626,14.601,13.724,13.436,13.384,YES,2014-02-26,2013-12-19 00:00:00
Kepler-395 b,8890150,K02650.02,Kepler-395 b,19 34 02.659,+45 08 11.72,532,1.130,1.660,7.054,0.820,87.660,Pinsonneault,19.600,,Mandel and Agol (2002 ApJ 580 171),136.187,357.0,0.059,0.020,0.010,14.000,0.547,0.523,4050,4.740,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,YES,2014-02-26,2013-12-19 00:00:00
Kepler-395 c,8890150,K02650.01,Kepler-395 c,19 34 02.659,+45 08 11.72,312,1.280,4.386,34.988,0.420,89.380,Pinsonneault,57.000,,Mandel and Agol (2002 ApJ 580 171),144.232,595.0,0.171,0.022,0.006,14.000,0.547,0.523,4050,4.740,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,YES,2014-02-26,2013-12-19 00:00:00
Kepler-396 b,11253827,K02672.02,Kepler-396 b,19 44 31.875,+48 58 38.65,525,3.500,4.705,42.991,0.480,89.380,Pinsonneault,64.000,,Mandel and Agol (2002 ApJ 580 171),162.512,1134.0,0.228,0.031,0.001,14.000,0.854,1.040,5565,4.330,11.921,12.429,11.862,11.703,11.646,10.672,10.356,10.285,YES,2013-12-18,2014-06-10 00:00:00
Kepler-396 c,11253827,K02672.01,Kepler-396 c,19 44 31.875,+48 58 38.65,413,5.300,6.875,88.517,0.015,89.950,Pinsonneault,103.000,,Mandel and Agol (2002 ApJ 580 171),182.653,2743.0,0.369,0.046,0.002,14.000,0.854,1.040,5565,4.330,11.921,12.429,11.862,11.703,11.646,10.672,10.356,10.285,YES,2013-12-18,2014-06-10 00:00:00
Kepler-397 b,6878240,K02681.02,Kepler-397 b,19 43 34.585,+42 22 49.62,527,2.510,1.679,22.251,0.930,88.810,Pinsonneault,44.000,,Mandel and Agol (2002 ApJ 580 171),149.433,707.0,0.146,0.031,0.008,0.600,0.844,0.740,5299,4.620,15.996,16.655,15.922,15.713,15.580,14.587,14.123,13.900,YES,2014-02-26,2014-06-10 00:00:00
Kepler-397 c,6878240,K02681.01,Kepler-397 c,19 43 34.585,+42 22 49.62,288,6.310,6.131,135.498,0.810,89.380,Pinsonneault,109.000,,Mandel and Agol (2002 ApJ 580 171),233.692,5609.0,0.488,0.078,0.002,0.600,0.844,0.740,5299,4.620,15.996,16.655,15.922,15.713,15.580,14.587,14.123,13.900,YES,2014-02-26,2014-06-10 00:00:00
Kepler-398 b,5185897,K02693.01,Kepler-398 b,19 25 52.478,+40 20 37.86,722,0.730,2.201,4.081,0.450,88.240,Pinsonneault,12.800,,Mandel and Agol (2002 ApJ 580 171),133.859,161.0,0.043,0.012,0.003,1.000,0.649,0.575,4476,4.730,13.256,14.255,13.189,12.828,12.631,11.514,10.932,10.794,YES,2014-02-26,2013-12-19 00:00:00
Kepler-398 c,5185897,K02693.02,Kepler-398 c,19 25 52.478,+40 20 37.86,511,0.920,3.201,11.419,0.910,85.370,Pinsonneault,11.600,,Mandel and Agol (2002 ApJ 580 171),142.118,170.0,0.086,0.015,0.005,1.000,0.649,0.575,4476,4.730,13.256,14.255,13.189,12.828,12.631,11.514,10.932,10.794,YES,2014-02-26,2013-12-19 00:00:00
Kepler-399 b,5480640,K02707.02,Kepler-399 b,19 58 00.418,+40 40 14.88,668,1.390,3.756,14.425,0.810,87.660,Pinsonneault,17.800,,Mandel and Agol (2002 ApJ 580 171),136.757,226.0,0.113,0.015,0.007,0.500,0.927,0.820,5613,4.580,14.467,15.022,14.435,14.230,14.103,13.175,12.779,12.698,YES,2014-02-26,2014-06-10 00:00:00
Kepler-399 c,5480640,K02707.03,Kepler-399 c,19 58 00.418,+40 40 14.88,544,2.400,2.858,26.676,0.950,87.660,Pinsonneault,24.500,,Mandel and Agol (2002 ApJ 580 171),149.999,487.0,0.170,0.027,0.003,0.500,0.927,0.820,5613,4.580,14.467,15.022,14.435,14.230,14.103,13.175,12.779,12.698,YES,2014-02-26,2014-06-10 00:00:00
Kepler-399 d,5480640,K02707.01,Kepler-399 d,19 58 00.418,+40 40 14.88,420,2.800,5.610,58.034,0.840,88.810,Pinsonneault,45.000,,Mandel and Agol (2002 ApJ 580 171),138.734,886.0,0.286,0.031,0.005,0.500,0.927,0.820,5613,4.580,14.467,15.022,14.435,14.230,14.103,13.175,12.779,12.698,YES,2014-02-26,2014-06-10 00:00:00
Kepler-4 b,11853905,K00007.01,Kepler-4 b,19 02 27.678,+50 08 08.70,1386,3.720,4.111,3.214,0.714,80.790,SME,4.486,,Mandel and Agol (2002 ApJ 580 171),123.612,735.0,0.044,0.027,7.000e-5,4.700,1.124,1.270,5858,4.280,12.211,12.614,12.135,12.038,11.963,11.122,10.836,10.805,YES,2013-03-05,2013-12-19 00:00:00
Kepler-40 b,10418224,K00428.01,Kepler-40 b,19 47 15.286,+47 31 35.80,1068,7.000,7.118,6.873,0.641,84.220,Pinsonneault,6.275,,Mandel and Agol (2002 ApJ 580 171),172.518,3788.0,0.074,0.060,9.000e-5,0.270,1.150,1.070,6354,4.440,14.588,14.968,14.541,14.424,14.371,13.536,13.294,13.270,YES,2013-03-05,2013-12-19 00:00:00
Kepler-400 b,5272233,K02711.01,Kepler-400 b,19 23 46.677,+40 28 48.15,965,1.760,3.204,9.024,0.670,87.660,Pinsonneault,16.500,,Mandel and Agol (2002 ApJ 580 171),133.539,221.0,0.086,0.014,0.004,4.900,1.030,1.120,6062,4.350,13.642,14.078,13.586,13.454,13.400,12.566,12.289,12.296,YES,2014-02-26,2013-12-19 00:00:00
Kepler-400 c,5272233,K02711.02,Kepler-400 c,19 23 46.677,+40 28 48.15,779,1.870,3.559,17.341,0.940,85.940,Pinsonneault,13.600,,Mandel and Agol (2002 ApJ 580 171),138.964,170.0,0.132,0.015,0.003,4.900,1.030,1.120,6062,4.350,13.642,14.078,13.586,13.454,13.400,12.566,12.289,12.296,YES,2014-02-26,2013-12-19 00:00:00
Kepler-401 b,12206313,K02714.01,Kepler-401 b,19 20 19.863,+50 51 48.53,966,1.750,8.428,14.383,0.040,89.950,Pinsonneault,13.200,,Mandel and Agol (2002 ApJ 580 171),140.555,153.0,0.123,0.011,0.004,3.550,1.200,1.460,6362,4.190,13.312,13.666,13.278,13.160,13.145,12.277,12.065,11.987,YES,2014-02-26,2014-06-10 00:00:00
Kepler-401 c,12206313,K02714.02,Kepler-401 c,19 20 19.863,+50 51 48.53,650,2.100,9.775,47.324,0.050,89.950,Pinsonneault,37.000,,Mandel and Agol (2002 ApJ 580 171),170.046,227.0,0.272,0.013,0.007,3.550,1.200,1.460,6362,4.190,13.312,13.666,13.278,13.160,13.145,12.277,12.065,11.987,YES,2014-02-26,2014-06-10 00:00:00
Kepler-402 b,7673192,K02722.03,Kepler-402 b,19 13 28.857,+43 21 16.60,1388,1.140,2.995,4.029,0.300,88.240,Pinsonneault,9.900,,Mandel and Agol (2002 ApJ 580 171),133.770,90.0,0.053,0.009,2.700e-4,1.400,1.210,1.230,6534,4.340,13.268,13.567,13.221,13.140,13.127,12.303,12.082,11.993,YES,2014-02-26,2013-12-19 00:00:00
Kepler-402 c,7673192,K02722.01,Kepler-402 c,19 13 28.857,+43 21 16.60,1208,1.430,3.484,6.125,0.260,88.810,Pinsonneault,13.100,,Mandel and Agol (2002 ApJ 580 171),134.934,141.0,0.070,0.011,2.700e-4,1.400,1.210,1.230,6534,4.340,13.268,13.567,13.221,13.140,13.127,12.303,12.082,11.993,YES,2014-02-26,2013-12-19 00:00:00
Kepler-402 d,7673192,K02722.04,Kepler-402 d,19 13 28.857,+43 21 16.60,1065,1.300,3.901,8.921,0.300,88.810,Pinsonneault,16.900,,Mandel and Agol (2002 ApJ 580 171),137.496,117.0,0.090,0.010,3.200e-4,1.400,1.210,1.230,6534,4.340,13.268,13.567,13.221,13.140,13.127,12.303,12.082,11.993,YES,2014-02-26,2013-12-19 00:00:00
Kepler-402 e,7673192,K02722.02,Kepler-402 e,19 13 28.857,+43 21 16.60,986,1.410,4.113,11.243,0.370,88.810,Pinsonneault,19.700,,Mandel and Agol (2002 ApJ 580 171),136.321,134.0,0.105,0.010,3.300e-4,1.400,1.210,1.230,6534,4.340,13.268,13.567,13.221,13.140,13.127,12.303,12.082,11.993,YES,2014-02-26,2013-12-19 00:00:00
Kepler-403 b,9886361,K02732.01,Kepler-403 b,19 19 41.148,+46 44 40.42,1045,1.000,5.859,7.031,0.260,88.240,Pinsonneault,9.000,,Mandel and Agol (2002 ApJ 580 171),134.455,92.0,0.075,0.009,0.003,0.260,1.140,1.060,6303,4.440,12.805,13.129,12.743,12.666,12.635,11.830,11.575,11.537,YES,2014-02-26,2014-06-10 00:00:00
Kepler-403 c,9886361,K02732.03,Kepler-403 c,19 19 41.148,+46 44 40.42,529,1.350,5.417,54.281,0.610,89.380,Pinsonneault,62.000,,Mandel and Agol (2002 ApJ 580 171),140.716,152.0,0.293,0.012,0.005,0.260,1.140,1.060,6303,4.440,12.805,13.129,12.743,12.666,12.635,11.830,11.575,11.537,YES,2014-02-26,2014-06-10 00:00:00
Kepler-404 b,9008737,K02768.01,Kepler-404 b,19 05 35.669,+45 20 36.70,712,1.300,2.635,11.829,0.210,89.380,Pinsonneault,34.000,,Mandel and Agol (2002 ApJ 580 171),137.686,265.0,0.099,0.015,0.007,0.400,0.925,0.820,5612,4.580,15.228,15.769,15.146,14.995,14.912,13.908,13.527,13.477,YES,2014-02-26,2014-06-10 00:00:00
Kepler-404 c,9008737,K02768.02,Kepler-404 c,19 05 35.669,+45 20 36.70,660,1.280,2.272,14.751,0.610,89.380,Pinsonneault,41.000,,Mandel and Agol (2002 ApJ 580 171),137.158,226.0,0.115,0.014,0.006,0.400,0.925,0.820,5612,4.580,15.228,15.769,15.146,14.995,14.912,13.908,13.527,13.477,YES,2014-02-26,2013-10-25 00:00:00
Kepler-405 b,3234843,K03057.02,Kepler-405 b,19 25 38.269,+38 20 24.07,726,2.100,3.633,10.614,0.380,88.810,KIC,21.000,,Mandel and Agol (2002 ApJ 580 171),140.852,656.0,0.095,0.023,0.012,,1.020,0.830,5578,4.610,15.855,16.396,15.787,15.623,15.480,14.543,14.172,14.056,YES,2014-02-26,2013-12-19 00:00:00
Kepler-405 c,3234843,K03057.01,Kepler-405 c,19 25 38.269,+38 20 24.07,515,2.700,3.476,29.727,0.020,89.950,KIC,69.000,,Mandel and Agol (2002 ApJ 580 171),134.662,1157.0,0.189,0.030,0.015,,1.020,0.830,5578,4.610,15.855,16.396,15.787,15.623,15.480,14.543,14.172,14.056,YES,2014-02-26,2013-12-19 00:00:00
Kepler-406 b,8753657,K00321.01,Kepler-406 b,19 27 23.533,+44 58 05.59,1375,1.500,2.647,2.426,0.373,86.520,SME,6.630,,Mandel and Agol (2002 ApJ 580 171),170.454,183.0,0.035,0.012,1.300e-4,9.100,0.987,1.110,5538,4.340,12.520,13.005,12.461,12.312,12.260,11.340,11.035,10.970,YES,2014-01-06,2013-12-19 00:00:00
Kepler-406 c,8753657,K00321.02,Kepler-406 c,19 27 23.533,+44 58 05.59,1107,0.840,2.983,4.623,0.527,87.090,SME,10.180,,Mandel and Agol (2002 ApJ 580 171),132.366,53.0,0.054,0.007,2.500e-4,9.100,0.987,1.110,5538,4.340,12.520,13.005,12.461,12.312,12.260,11.340,11.035,10.970,YES,2014-01-06,2013-10-25 00:00:00
Kepler-407 b,11600889,K01442.01,Kepler-407 b,19 04 08.723,+49 36 52.24,1968,1.230,1.285,0.669,0.685,77.350,SME,3.070,,Mandel and Agol (2002 ApJ 580 171),134.120,138.0,0.015,0.011,2.000e-4,4.600,1.015,0.996,5476,4.448,12.521,13.046,12.442,12.296,12.235,11.332,10.983,10.911,YES,2014-01-06,2013-12-19 00:00:00
Kepler-407 c,11600889,K01442.10,Kepler-407 c,19 04 08.723,+49 36 52.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2014-01-06,
Kepler-408 b,10963065,K01612.01,Kepler-408 b,18 59 08.687,+48 25 23.62,1606,0.780,1.189,2.465,0.935,80.790,SME,5.900,,Mandel and Agol (2002 ApJ 580 171),132.678,29.0,0.036,0.005,1.500e-4,6.000,1.055,1.310,6027,4.220,8.769,9.028,8.700,8.658,8.630,7.784,7.539,7.486,YES,2014-01-06,2013-12-19 00:00:00
Kepler-409 b,9955598,K01925.01,Kepler-409 b,19 34 43.008,+46 51 09.94,410,1.120,2.987,68.958,0.760,89.380,SME,117.000,,Mandel and Agol (2002 ApJ 580 171),179.083,118.0,0.316,0.011,0.004,11.400,0.880,0.947,5365,4.430,9.439,9.971,9.364,9.211,9.154,8.200,7.838,7.768,YES,2014-01-06,2014-06-10 00:00:00
Kepler-41 b,9410930,K00196.01,Kepler-41 b,19 38 03.179,+45 58 53.90,1401,9.400,2.335,1.856,0.492,85.370,Pinsonneault,5.990,,Mandel and Agol (2002 ApJ 580 171),137.180,10696.0,0.029,0.096,3.900e-4,3.500,0.940,0.890,5731,4.510,14.465,14.996,14.410,14.238,14.182,13.262,12.938,12.892,YES,2013-03-05,2013-12-19 00:00:00
Kepler-410 A b,8866102,K00042.01,Kepler-410 A b,18 52 36.167,+45 08 23.40,845,2.710,4.655,17.834,0.773,87.660,SME,19.400,,Mandel and Agol (2002 ApJ 580 171),181.222,331.0,0.141,0.018,1.000e-4,3.400,1.170,1.360,6170,4.240,9.364,9.669,9.329,9.234,9.299,8.417,8.191,8.140,YES,2013-12-18,2013-12-19 00:00:00
Kepler-411 b,11551692,K01781.02,Kepler-411 b,19 10 25.342,+49 31 23.73,981,2.270,2.048,3.005,0.814,83.650,SPC,7.100,,Mandel and Agol (2002 ApJ 580 171),137.103,697.0,0.038,0.027,6.300e-4,4.400,0.825,0.759,4977,4.590,12.231,13.041,12.163,11.884,11.744,10.641,10.161,10.062,YES,2014-01-16,2014-06-10 00:00:00
Kepler-412 b,7877496,K00202.01,Kepler-412 b,19 04 26.477,+43 40 51.46,1608,11.200,2.048,1.721,0.753,81.930,Pinsonneault,5.220,,Mandel and Agol (2002 ApJ 580 171),133.020,9994.0,0.029,0.100,2.300e-4,2.000,1.060,1.030,6119,4.440,14.309,14.727,14.240,14.130,14.077,13.190,12.932,12.837,YES,2014-01-30,2013-12-19 00:00:00
Kepler-413 b,12351927,,Kepler-413 b,19 14 02.549,+51 09 44.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2014-01-30,
Kepler-414 b,10878263,K00341.02,Kepler-414 b,19 51 50.772,+48 14 39.70,1015,1.690,2.626,4.700,0.730,85.940,SPC,9.800,,Mandel and Agol (2002 ApJ 580 171),177.614,267.0,0.054,0.017,0.002,5.500,0.951,0.933,5536,4.480,13.338,13.879,13.276,13.106,13.034,12.087,11.750,11.698,YES,2014-05-28,2013-12-19 00:00:00
Kepler-414 c,10878263,K00341.01,Kepler-414 c,19 51 50.772,+48 14 39.70,879,2.970,3.048,7.171,0.740,86.520,SPC,12.900,,Mandel and Agol (2002 ApJ 580 171),176.664,850.0,0.072,0.029,0.003,5.500,0.951,0.933,5536,4.480,13.338,13.879,13.276,13.106,13.034,12.087,11.750,11.698,YES,2014-05-28,2013-12-19 00:00:00
Kepler-415 b,3554031,K01194.03,Kepler-415 b,19 35 13.059,+38 38 20.87,714,1.150,2.228,4.176,0.360,88.240,KIC,13.600,,Mandel and Agol (2002 ApJ 580 171),352.995,369.0,0.044,0.017,0.003,,0.640,0.610,4350,4.680,15.842,16.893,15.784,15.391,15.148,14.091,13.434,13.378,YES,2014-05-28,2013-12-19 00:00:00
Kepler-415 c,3554031,K01194.01,Kepler-415 c,19 35 13.059,+38 38 20.87,558,1.900,2.455,8.708,0.620,88.240,KIC,22.300,,Mandel and Agol (2002 ApJ 580 171),363.061,948.0,0.072,0.029,0.005,,0.640,0.610,4350,4.680,15.842,16.893,15.784,15.391,15.148,14.091,13.434,13.378,YES,2014-05-28,2013-12-19 00:00:00
Kepler-416 b,4157325,K01860.01,Kepler-416 b,19 26 13.667,+39 13 38.25,1017,2.580,3.192,6.319,0.460,88.240,KIC,13.800,,Mandel and Agol (2002 ApJ 580 171),132.228,509.0,0.069,0.021,4.600e-4,,1.080,1.120,5708,4.370,14.028,14.509,13.977,13.822,13.745,12.874,12.576,12.510,YES,2014-05-28,2014-06-10 00:00:00
Kepler-416 c,4157325,K01860.02,Kepler-416 c,19 26 13.667,+39 13 38.25,816,2.500,4.178,12.209,0.350,88.810,KIC,21.400,,Mandel and Agol (2002 ApJ 580 171),360.322,487.0,0.107,0.020,5.000e-4,,1.080,1.120,5708,4.370,14.028,14.509,13.977,13.822,13.745,12.874,12.576,12.510,YES,2014-05-28,2014-06-10 00:00:00
Kepler-417 b,7207061,K02113.02,Kepler-417 b,19 35 17.834,+42 46 46.92,648,2.380,3.089,12.331,0.420,89.380,KIC,28.500,,Mandel and Agol (2002 ApJ 580 171),361.969,822.0,0.103,0.026,0.004,,0.950,0.830,5177,4.580,15.886,16.568,15.823,15.593,15.478,14.426,13.958,13.922,YES,2014-05-28,2013-12-19 00:00:00
Kepler-417 c,7207061,K02113.01,Kepler-417 c,19 35 17.834,+42 46 46.92,596,2.800,3.361,15.943,0.440,89.380,KIC,33.800,,Mandel and Agol (2002 ApJ 580 171),146.322,1094.0,0.122,0.030,0.005,,0.950,0.830,5177,4.580,15.886,16.568,15.823,15.593,15.478,14.426,13.958,13.922,YES,2014-05-28,2013-12-19 00:00:00
Kepler-418 b,3247268,K01089.01,Kepler-418 b,19 37 44.040,+38 21 19.62,447,9.700,10.114,86.678,0.381,89.950,Pinsonneault,66.400,,Mandel and Agol (2002 ApJ 580 171),175.596,8117.0,0.393,0.084,5.600e-4,2.100,1.080,1.060,6166,4.420,14.696,15.153,14.644,14.501,14.421,13.493,13.243,13.103,YES,2014-05-28,2014-06-10 00:00:00
Kepler-419 b,12365184,K01474.01,Kepler-419 b,19 41 40.290,+51 11 05.14,543,9.300,3.827,69.733,0.270,89.950,SPC,143.000,,Mandel and Agol (2002 ApJ 580 171),196.063,4439.0,0.363,0.061,0.004,1.900,1.313,1.390,6293,4.270,13.005,13.276,12.969,12.889,12.879,12.088,11.899,11.859,YES,2014-06-26,2014-06-10 00:00:00
Kepler-419 c,12365184,,Kepler-419 c,19 41 40.290,+51 11 05.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2014-06-26,
Kepler-42 b,8561063,K00961.01,Kepler-42 b,19 28 52.573,+44 37 08.98,1106,3.460,0.542,1.214,0.770,86.520,J-K,12.100,,Mandel and Agol (2002 ApJ 580 171),170.483,2033.0,0.019,0.047,0.004,,0.617,0.681,4188,4.562,15.920,17.270,15.909,15.338,,12.177,11.685,11.465,YES,2013-03-05,2013-12-19 00:00:00
Kepler-42 c,8561063,K00961.02,Kepler-42 c,19 28 52.573,+44 37 08.98,1524,3.190,0.436,0.453,0.690,83.650,J-K,6.300,,Mandel and Agol (2002 ApJ 580 171),133.869,1924.0,0.010,0.043,0.004,,0.617,0.681,4188,4.562,15.920,17.270,15.909,15.338,,12.177,11.685,11.465,YES,2013-03-05,2013-10-25 00:00:00
Kepler-42 d,8561063,K00961.03,Kepler-42 d,19 28 52.573,+44 37 08.98,964,3.080,0.513,1.865,0.870,87.090,J-K,16.100,,Mandel and Agol (2002 ApJ 580 171),133.792,1344.0,0.025,0.041,0.004,,0.617,0.681,4188,4.562,15.920,17.270,15.909,15.338,,12.177,11.685,11.465,YES,2013-03-05,2013-12-19 00:00:00
Kepler-420 b,8751933,K01257.01,Kepler-420 b,19 24 54.045,+44 55 38.57,364,7.100,4.250,86.648,0.020,89.950,Pinsonneault,168.000,,Mandel and Agol (2002 ApJ 580 171),173.793,7248.0,0.355,0.076,0.003,13.900,0.800,0.850,5311,4.470,14.651,15.313,14.602,14.367,14.246,13.222,12.827,12.726,YES,2014-06-26,2014-06-10 00:00:00
Kepler-421 b,8800954,K01274.01,Kepler-421 b,18 53 01.633,+45 05 16.01,216,4.730,16.728,362.000,0.778,89.380,SPC,117.700,,Mandel and Agol (2002 ApJ 580 171),492.768,2970.0,0.923,0.055,0.001,9.300,0.801,0.787,5310,4.550,13.354,13.928,13.314,13.107,13.008,12.009,11.619,11.535,YES,2014-07-23,2013-10-25 00:00:00
Kepler-422 b,9631995,K00022.01,Kepler-422 b,18 50 31.121,+46 19 24.10,976,11.270,3.793,7.891,0.172,89.380,SME,17.160,,Mandel and Agol (2002 ApJ 580 171),177.249,10348.0,0.081,0.093,2.600e-4,1.500,1.156,1.112,5972,4.410,13.435,13.832,13.376,13.265,13.235,12.357,12.126,12.041,YES,2014-10-02,2013-12-19 00:00:00
Kepler-423 b,9651668,K00183.01,Kepler-423 b,19 31 25.378,+46 23 28.24,1301,12.400,2.675,2.684,0.025,89.950,Pinsonneault,8.630,,Mandel and Agol (2002 ApJ 580 171),133.354,18148.0,0.038,0.122,2.300e-4,0.300,1.028,0.930,5976,4.520,14.290,14.729,14.225,14.102,14.028,13.142,12.847,12.779,YES,2014-10-02,2013-12-19 00:00:00
