Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
Kepler-274 c,3348082,K01196.03,Kepler-274 c,19 31 41.462,+38 28 38.21,594,1.98,4.59,33.198,0.4,89.5,q1_q16_stellar,51,37,mandel-agol_geometric_transit_model,142.093,372.6,0.201,0.018,0.03,,,1.008,6020,4.426,15.035,15.534,14.977,14.822,14.699,13.773,13.458,13.456,YES,2014-02-26,2013-12-19 00:00:00
Kepler-275 b,3447722,K01198.02,Kepler-275 b,19 29 55.129,+38 30 53.71,976,1.89,4.926,10.301,0.01,89.95,Pinsonneault,16.2,,Mandel and Agol (2002 ApJ 580 171),142.728,277,0.098,0.015,0.00087,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957,YES,2014-02-26,2013-12-19 00:00:00
Kepler-275 c,3447722,K01198.01,Kepler-275 c,19 29 55.129,+38 30 53.71,838,2.84,5.752,16.088,0.04,89.95,Pinsonneault,22,,Mandel and Agol (2002 ApJ 580 171),139.496,627,0.133,0.023,0.00091,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957,YES,2014-02-26,2013-12-19 00:00:00
Kepler-275 d,3447722,K01198.03,Kepler-275 d,19 29 55.129,+38 30 53.71,644,2.8,5.774,35.676,0.65,88.81,Pinsonneault,37,,Mandel and Agol (2002 ApJ 580 171),145.039,542,0.225,0.022,0.001,0.31,1.198,1.14,6495,4.41,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957,YES,2014-02-26,2013-12-19 00:00:00
Kepler-276 b,3962243,K01203.02,Kepler-276 b,19 34 16.355,+39 02 10.75,767,2.4,3.621,14.128,0.59,88.81,Pinsonneault,25,,Mandel and Agol (2002 ApJ 580 171),142.897,603,0.116,0.023,0.003,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838,YES,2014-02-26,2013-12-19 00:00:00
Kepler-276 c,3962243,K01203.01,Kepler-276 c,19 34 16.355,+39 02 10.75,584,2.9,5.378,31.883,0.4,89.38,Pinsonneault,43,,Mandel and Agol (2002 ApJ 580 171),160.215,917,0.2,0.028,0.004,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838,YES,2013-12-18,2013-12-19 00:00:00
Kepler-276 d,3962243,K01203.03,Kepler-276 d,19 34 16.355,+39 02 10.75,507,2.8,3.819,48.654,0.84,89.38,Pinsonneault,57,,Mandel and Agol (2002 ApJ 580 171),172.087,659,0.265,0.027,0.004,0.4,1.05,0.95,6057,4.5,15.368,15.857,15.297,15.159,15.047,14.234,13.867,13.838,YES,2013-12-18,2013-12-19 00:00:00
Kepler-277 b,3939150,K01215.01,Kepler-277 b,19 06 19.958,+39 04 37.93,903,2.92,8.333,17.324,0.899,83.08,SPC,7.59,,Mandel and Agol (2002 ApJ 580 171),142.097,226,0.139,0.016,0.00027,5,1.199,1.65,5946,4.08,13.42,13.871,13.364,13.226,13.152,12.288,12.003,11.966,YES,2013-12-18,2013-12-19 00:00:00
Kepler-277 c,3939150,K01215.02,Kepler-277 c,19 06 19.958,+39 04 37.93,728,3.36,8.142,33.006,0.947,85.37,SPC,11.7,,Mandel and Agol (2002 ApJ 580 171),145.39,265,0.214,0.019,0.00044,5,1.199,1.65,5946,4.08,13.42,13.871,13.364,13.226,13.152,12.288,12.003,11.966,YES,2013-12-18,2013-12-19 00:00:00
Kepler-278 b,3640905,K01221.01,Kepler-278 b,19 20 25.723,+38 42 08.02,693,2.94,7.758,30.16,0.825,87.09,SPC,17.6,,Mandel and Agol (2002 ApJ 580 171),138.514,200,0.195,0.015,0.00034,9.5,1.079,1.83,5128,3.94,11.584,12.328,11.497,11.265,11.126,10.047,9.581,9.465,YES,2014-02-26,2014-06-10 00:00:00
Kepler-278 c,3640905,K01221.02,Kepler-278 c,19 20 25.723,+38 42 08.02,583,2.21,11.429,51.08,0.699,88.24,SPC,25,,Mandel and Agol (2002 ApJ 580 171),152.342,128,0.276,0.011,0.00039,9.5,1.079,1.83,5128,3.94,11.584,12.328,11.497,11.265,11.126,10.047,9.581,9.465,YES,2014-02-26,2014-06-10 00:00:00
Kepler-279 b,6677841,K01236.02,Kepler-279 b,19 09 33.889,+42 11 41.40,996,2.6,5.795,12.31,0.846,84.8,Pinsonneault,9.279,,Mandel and Agol (2002 ApJ 580 171),137.684,347,0.114,0.019,0.00027,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,12.724,12.509,12.509,YES,2014-02-26,2013-12-19 00:00:00
Kepler-279 c,6677841,K01236.01,Kepler-279 c,19 09 33.889,+42 11 41.40,699,4.3,8.142,35.741,0.864,87.66,Pinsonneault,18.88,,Mandel and Agol (2002 ApJ 580 171),151.061,876,0.232,0.031,0.00026,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,12.724,12.509,12.509,YES,2013-12-18,2013-12-19 00:00:00
Kepler-279 d,6677841,K01236.03,Kepler-279 d,19 09 33.889,+42 11 41.40,607,3.1,7.778,54.4,0.91,87.66,Pinsonneault,24.99,,Mandel and Agol (2002 ApJ 580 171),148.88,449,0.307,0.023,0.00046,0.22,1.31,1.27,6779,4.35,13.659,13.869,13.589,13.518,13.523,12.724,12.509,12.509,YES,2013-12-18,2013-10-25 00:00:00
Kepler-28 b,6949607,K00870.01,Kepler-28 b,19 28 32.886,+42 25 45.91,694,2.17,2.506,5.912,0.77,86.52,Pinsonneault,12.4,,Mandel and Agol (2002 ApJ 580 171),172.185,957,0.056,0.031,0.004,14,0.662,0.638,4663,4.65,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,YES,2013-03-05,2013-12-19 00:00:00
Kepler-28 c,6949607,K00870.02,Kepler-28 c,19 28 32.886,+42 25 45.91,604,2.02,3.026,8.986,0.73,87.66,Pinsonneault,16.4,,Mandel and Agol (2002 ApJ 580 171),175.686,869,0.074,0.029,0.003,14,0.662,0.638,4663,4.65,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,YES,2013-03-05,2013-12-19 00:00:00
Kepler-280 b,6690082,K01240.01,Kepler-280 b,19 25 33.721,+42 10 50.13,1311,1.4,2.062,2.14,0.24,88.24,Pinsonneault,7.9,,Mandel and Agol (2002 ApJ 580 171),133.652,271,0.032,0.015,0.00039,0.9,0.957,0.86,5738,4.55,14.466,14.989,14.419,14.242,14.169,13.289,12.914,12.844,YES,2014-02-26,2013-12-19 00:00:00
Kepler-280 c,6690082,K01240.02,Kepler-280 c,19 25 33.721,+42 10 50.13,1000,2.41,1.019,4.807,0.956,85.94,Pinsonneault,13.5,,Mandel and Agol (2002 ApJ 580 171),134.641,465,0.055,0.026,0.001,0.9,0.957,0.86,5738,4.55,14.466,14.989,14.419,14.242,14.169,13.289,12.914,12.844,YES,2014-02-26,2013-12-19 00:00:00
Kepler-281 b,8630788,K01258.02,Kepler-281 b,19 36 25.964,+44 46 14.52,676,2.2,5.635,14.646,0.645,87.66,Pinsonneault,15.8,,Mandel and Agol (2002 ApJ 580 171),136.521,620,0.115,0.024,0.00058,0.6,0.943,0.84,5675,4.57,15.773,16.345,15.722,15.528,15.439,14.5,14.16,13.994,YES,2014-02-26,2014-06-10 00:00:00
Kepler-281 c,8630788,K01258.01,Kepler-281 c,19 36 25.964,+44 46 14.52,499,4.9,6.766,36.338,0.782,88.24,Pinsonneault,29,,Mandel and Agol (2002 ApJ 580 171),160.397,2863,0.211,0.054,0.00062,0.6,0.943,0.84,5675,4.57,15.773,16.345,15.722,15.528,15.439,14.5,14.16,13.994,YES,2014-02-26,2014-06-10 00:00:00
Kepler-282 b,8609450,K01278.03,Kepler-282 b,18 58 42.546,+44 47 51.65,910,1.29,3.672,9.221,0.795,85.94,Pinsonneault,12,,Mandel and Agol (2002 ApJ 580 171),138.001,134,0.088,0.012,0.00084,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,14.08,13.718,13.65,YES,2014-02-26,2013-12-19 00:00:00
Kepler-282 c,8609450,K01278.04,Kepler-282 c,18 58 42.546,+44 47 51.65,796,1.33,5.348,13.639,0.62,87.66,Pinsonneault,15.6,,Mandel and Agol (2002 ApJ 580 171),141.765,159,0.115,0.012,0.00071,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,14.08,13.718,13.65,YES,2014-02-26,2013-12-19 00:00:00
Kepler-282 d,8609450,K01278.01,Kepler-282 d,18 58 42.546,+44 47 51.65,653,2.46,5.543,24.804,0.763,88.24,Pinsonneault,23.3,,Mandel and Agol (2002 ApJ 580 171),145.101,514,0.171,0.023,0.00062,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,14.08,13.718,13.65,YES,2013-12-18,2013-12-19 00:00:00
Kepler-282 e,8609450,K01278.02,Kepler-282 e,18 58 42.546,+44 47 51.65,538,3.1,6.642,44.347,0.778,88.81,Pinsonneault,34.3,,Mandel and Agol (2002 ApJ 580 171),161.318,803,0.252,0.029,0.00063,0.4,1.082,0.99,6144,4.48,15.204,15.632,15.164,15.02,14.971,14.08,13.718,13.65,YES,2013-12-18,2013-12-19 00:00:00
Kepler-283 b,10604335,K01298.01,Kepler-283 b,19 34 27.290,+47 50 20.40,501,2.77,2.376,11.008,0.936,86.52,Pinsonneault,16.4,,Mandel and Agol (2002 ApJ 580 171),143.227,1404,0.082,0.045,0.003,14,0.596,0.566,4327,4.71,15.847,17.023,15.819,15.344,15.046,13.927,13.263,13.139,YES,2014-02-26,2014-06-10 00:00:00
Kepler-283 c,10604335,K01298.02,Kepler-283 c,19 34 27.290,+47 50 20.40,247,2.09,6.738,92.739,0.81,89.38,Pinsonneault,68,,Mandel and Agol (2002 ApJ 580 171),173.315,1071,0.337,0.034,0.002,14,0.596,0.566,4327,4.71,15.847,17.023,15.819,15.344,15.046,13.927,13.263,13.139,YES,2014-02-26,2014-06-10 00:00:00
Kepler-284 b,10538176,K01301.01,Kepler-284 b,19 32 35.156,+47 43 46.74,692,2.54,2.674,12.699,0.716,88.24,Pinsonneault,26.8,,Mandel and Agol (2002 ApJ 580 171),184.988,833,0.104,0.029,0.001,0.5,0.923,0.82,5603,4.58,15.824,16.391,15.764,15.581,15.456,14.559,14.155,14.079,YES,2014-02-26,2013-12-19 00:00:00
Kepler-284 c,10538176,K01301.02,Kepler-284 c,19 32 35.156,+47 43 46.74,483,2.34,5.327,37.514,0.03,89.95,Pinsonneault,55.2,,Mandel and Agol (2002 ApJ 580 171),189.305,841,0.214,0.026,0.00091,0.5,0.923,0.82,5603,4.58,15.824,16.391,15.764,15.581,15.456,14.559,14.155,14.079,YES,2014-02-26,2013-12-19 00:00:00
Kepler-285 b,10730034,K01305.01,Kepler-285 b,19 25 33.816,+48 03 56.19,1092,1.27,2.163,2.634,0.48,86.52,Pinsonneault,8.4,,Mandel and Agol (2002 ApJ 580 171),134.56,271,0.036,0.015,0.00079,0.6,0.865,0.76,5381,4.61,15.173,15.78,15.096,14.913,14.764,13.887,13.435,13.319,YES,2014-02-26,2013-12-19 00:00:00
Kepler-285 c,10730034,K01305.02,Kepler-285 c,19 25 33.816,+48 03 56.19,825,1.13,2.825,6.187,0.5,88.24,Pinsonneault,14.8,,Mandel and Agol (2002 ApJ 580 171),136.632,214,0.063,0.014,0.00093,0.6,0.865,0.76,5381,4.61,15.173,15.78,15.096,14.913,14.764,13.887,13.435,13.319,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 b,10858691,K01306.01,Kepler-286 b,19 22 42.275,+48 17 39.44,1489,1.33,1.784,1.796,0.15,88.81,Pinsonneault,7.7,,Mandel and Agol (2002 ApJ 580 171),133.335,205,0.029,0.013,0.0006,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 c,10858691,K01306.02,Kepler-286 c,19 22 42.275,+48 17 39.44,1196,1.49,2.24,3.468,0.07,89.95,Pinsonneault,12,,Mandel and Agol (2002 ApJ 580 171),136.008,260,0.045,0.015,0.00066,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 d,10858691,K01306.03,Kepler-286 d,19 22 42.275,+48 17 39.44,995,1.46,2.563,5.914,0.3,88.81,Pinsonneault,17.1,,Mandel and Agol (2002 ApJ 580 171),133.49,247,0.065,0.014,0.00079,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 e,10858691,K01306.04,Kepler-286 e,19 22 42.275,+48 17 39.44,587,1.78,4.026,29.221,0.48,89.38,Pinsonneault,50,,Mandel and Agol (2002 ApJ 580 171),139.328,353,0.187,0.018,0.001,0.5,1.03,0.93,5969,4.51,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-287 b,10973814,K01307.02,Kepler-287 b,19 23 42.590,+48 26 36.78,677,2.6,2.319,20.342,0.85,88.81,Pinsonneault,38,,Mandel and Agol (2002 ApJ 580 171),137.696,516,0.142,0.024,0.005,7.6,0.93,1,5779,4.4,14.775,15.296,14.713,14.551,14.454,13.542,13.201,13.135,YES,2014-02-26,2013-12-19 00:00:00
Kepler-287 c,10973814,K01307.01,Kepler-287 c,19 23 42.590,+48 26 36.78,520,3.1,3.533,44.852,0.78,89.38,Pinsonneault,65,,Mandel and Agol (2002 ApJ 580 171),172.462,785,0.241,0.028,0.006,7.6,0.93,1,5779,4.4,14.775,15.296,14.713,14.551,14.454,13.542,13.201,13.135,YES,2014-02-26,2013-12-19 00:00:00
Kepler-288 b,4455231,K01332.02,Kepler-288 b,19 15 39.946,+39 35 40.96,1035,1.64,3.531,6.097,0.14,89.38,KIC,13.3,,Mandel and Agol (2002 ApJ 580 171),354.062,208,0.067,0.013,0.00084,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,14,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-288 c,4455231,K01332.01,Kepler-288 c,19 15 39.946,+39 35 40.96,703,3.08,4.244,19.306,0.61,88.81,KIC,28.6,,Mandel and Agol (2002 ApJ 580 171),373.192,660,0.145,0.025,0.001,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,14,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-288 d,4455231,K01332.03,Kepler-288 d,19 15 39.946,+39 35 40.96,492,2.87,6.082,56.634,0.61,89.38,KIC,59,,Mandel and Agol (2002 ApJ 580 171),135.547,572,0.296,0.023,0.001,,1.08,1.15,5661,4.35,15.151,15.691,15.12,14.919,14.815,14,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-289 b,7303287,K01353.02,Kepler-289 b,19 49 51.680,+42 52 58.22,755,3.8,3.377,34.544,0.825,88.81,Pinsonneault,47,,Mandel and Agol (2002 ApJ 580 171),132.688,428,0.219,0.021,0.00066,4.7,1.17,1.64,6260,4.08,13.956,14.403,13.921,13.764,13.691,12.861,12.596,12.508,YES,2014-02-26,2014-06-10 00:00:00
Kepler-289 c,7303287,K01353.01,Kepler-289 c,19 49 51.680,+42 52 58.22,491,18.6,9.059,125.865,0.343,89.95,Pinsonneault,111.4,,Mandel and Agol (2002 ApJ 580 171),236.658,12588,0.518,0.104,0.00043,4.7,1.17,1.64,6260,4.08,13.956,14.403,13.921,13.764,13.691,12.861,12.596,12.508,YES,2014-02-26,2014-06-10 00:00:00
Kepler-29 b,10358759,K00738.01,Kepler-29 b,19 53 23.599,+47 29 28.43,825,3.8,3.648,10.338,0.926,84.8,Pinsonneault,10.2,,Mandel and Agol (2002 ApJ 580 171),170.415,1166,0.094,0.038,0.00088,0.3,1.028,0.92,5966,4.52,15.282,15.793,15.239,15.063,14.953,14.131,13.673,13.657,YES,2013-03-05,2013-12-19 00:00:00
Kepler-29 c,10358759,K00738.02,Kepler-29 c,19 53 23.599,+47 29 28.43,759,3.5,3.844,13.29,0.929,85.37,Pinsonneault,12.1,,Mandel and Agol (2002 ApJ 580 171),172.06,951,0.111,0.034,0.00099,0.3,1.028,0.92,5966,4.52,15.282,15.793,15.239,15.063,14.953,14.131,13.673,13.657,YES,2013-03-05,2013-12-19 00:00:00
Kepler-290 b,7102227,K01360.02,Kepler-290 b,19 05 38.401,+42 40 53.58,575,2.22,2.446,14.59,0.66,88.81,Pinsonneault,35.9,,Mandel and Agol (2002 ApJ 580 171),141.928,906,0.108,0.029,0.004,1.1,0.798,0.7,5115,4.65,15.596,16.302,15.511,15.293,15.134,14.054,13.583,13.452,YES,2014-02-26,2013-12-19 00:00:00
Kepler-290 c,7102227,K01360.01,Kepler-290 c,19 05 38.401,+42 40 53.58,422,2.53,4.33,36.77,0.12,89.95,Pinsonneault,67,,Mandel and Agol (2002 ApJ 580 171),164.296,1381,0.201,0.033,0.005,1.1,0.798,0.7,5115,4.65,15.596,16.302,15.511,15.293,15.134,14.054,13.583,13.452,YES,2014-02-26,2013-12-19 00:00:00
Kepler-291 b,6936909,K01363.01,Kepler-291 b,19 11 39.924,+42 26 14.29,1164,2.07,2.257,3.547,0.61,86.52,Pinsonneault,9.8,,Mandel and Agol (2002 ApJ 580 171),134.9,474,0.046,0.021,0.002,0.3,1.01,0.91,5934,4.53,15.934,16.435,15.855,15.719,15.64,14.688,14.337,14.15,YES,2014-02-26,2013-12-19 00:00:00
Kepler-291 c,6936909,K01363.02,Kepler-291 c,19 11 39.924,+42 26 14.29,994,1.76,1.679,5.701,0.88,86.52,Pinsonneault,13.5,,Mandel and Agol (2002 ApJ 580 171),132.686,273,0.063,0.018,0.002,0.3,1.01,0.91,5934,4.53,15.934,16.435,15.855,15.719,15.64,14.688,14.337,14.15,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 b,6962977,K01364.05,Kepler-292 b,19 43 03.875,+42 25 27.40,1205,1.54,2.202,2.581,0.887,78.5,Pinsonneault,4.5,,Mandel and Agol (2002 ApJ 580 171),171.567,217,0.035,0.016,0.001,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,14.537,14.077,13.97,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 c,6962977,K01364.04,Kepler-292 c,19 43 03.875,+42 25 27.40,1075,1.88,2.477,3.715,0.89,81.36,Pinsonneault,5.8,,Mandel and Agol (2002 ApJ 580 171),169.798,323,0.044,0.019,0.001,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,14.537,14.077,13.97,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 d,6962977,K01364.02,Kepler-292 d,19 43 03.875,+42 25 27.40,864,2.7,3.419,7.056,0.863,84.22,Pinsonneault,8.9,,Mandel and Agol (2002 ApJ 580 171),181.911,703,0.068,0.028,0.0009,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,14.537,14.077,13.97,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 e,6962977,K01364.03,Kepler-292 e,19 43 03.875,+42 25 27.40,727,2.5,4.056,11.979,0.862,85.94,Pinsonneault,12.6,,Mandel and Agol (2002 ApJ 580 171),178.979,618,0.096,0.026,0.001,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,14.537,14.077,13.97,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 f,6962977,K01364.01,Kepler-292 f,19 43 03.875,+42 25 27.40,602,3,4.675,20.834,0.882,87.09,Pinsonneault,18.3,,Mandel and Agol (2002 ApJ 580 171),186.031,858,0.14,0.032,0.001,10.9,0.834,0.88,5447,4.47,15.956,16.626,15.89,15.669,15.526,14.537,14.077,13.97,YES,2014-02-26,2013-12-19 00:00:00
Kepler-293 b,6932987,K01366.01,Kepler-293 b,19 05 25.935,+42 24 23.43,624,2.6,4.596,19.254,0.13,89.95,Pinsonneault,33,,Mandel and Agol (2002 ApJ 580 171),164.78,995,0.138,0.028,0.002,0.5,0.953,0.85,5714,4.56,15.368,15.903,15.295,15.138,15.087,14.098,13.781,13.661,YES,2014-02-26,2014-06-10 00:00:00
Kepler-293 c,6932987,K01366.02,Kepler-293 c,19 05 25.935,+42 24 23.43,442,3.2,3.891,54.158,0.83,89.38,Pinsonneault,65,,Mandel and Agol (2002 ApJ 580 171),172.351,1119,0.276,0.035,0.003,0.5,0.953,0.85,5714,4.56,15.368,15.903,15.295,15.138,15.087,14.098,13.781,13.661,YES,2014-02-26,2014-06-10 00:00:00
Kepler-294 b,9455556,K01396.02,Kepler-294 b,19 09 34.080,+46 03 33.52,1129,1.74,2.623,3.701,0.72,84.8,Pinsonneault,7.8,,Mandel and Agol (2002 ApJ 580 171),180.269,323,0.047,0.018,0.002,0.6,0.994,0.89,5870,4.53,15.843,16.362,15.788,15.62,15.57,14.568,14.264,14.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-294 c,9455556,K01396.01,Kepler-294 c,19 09 34.080,+46 03 33.52,932,2.7,3.282,6.626,0.71,86.52,Pinsonneault,11.5,,Mandel and Agol (2002 ApJ 580 171),183.989,778,0.069,0.027,0.002,0.6,0.994,0.89,5870,4.53,15.843,16.362,15.788,15.62,15.57,14.568,14.264,14.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 b,9006449,K01413.01,Kepler-295 b,19 01 22.998,+45 22 04.00,752,1.53,8.668,12.645,0.755,84.22,Pinsonneault,7.6,,Mandel and Agol (2002 ApJ 580 171),138.642,226,0.102,0.015,0.0003,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 c,9006449,K01413.02,Kepler-295 c,19 01 22.998,+45 22 04.00,631,1.42,8.615,21.527,0.841,85.37,Pinsonneault,10.9,,Mandel and Agol (2002 ApJ 580 171),132.285,180,0.145,0.014,0.00044,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 d,9006449,K01413.03,Kepler-295 d,19 01 22.998,+45 22 04.00,541,1.72,6.511,33.885,0.948,86.52,Pinsonneault,14.7,,Mandel and Agol (2002 ApJ 580 171),159.989,212,0.197,0.017,0.00077,8.8,0.885,0.94,5631,4.44,14.447,14.99,14.4,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-296 b,11497958,K01422.03,Kepler-296 b,19 06 09.602,+49 26 14.38,434,1.53,1.665,10.864,0.7,88.81,Pinsonneault,37,,Mandel and Agol (2002 ApJ 580 171),131.131,820,0.077,0.028,0.005,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 c,11497958,K01422.01,Kepler-296 c,19 06 09.602,+49 26 14.38,533,1.89,1.844,5.842,0.18,89.38,Pinsonneault,24.7,,Mandel and Agol (2002 ApJ 580 171),135.922,1423,0.051,0.035,0.01,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 d,11497958,K01422.02,Kepler-296 d,19 06 09.602,+49 26 14.38,355,1.99,2.741,19.85,0.24,89.95,Pinsonneault,56,,Mandel and Agol (2002 ApJ 580 171),133.65,1567,0.115,0.036,0.011,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 e,11497958,K01422.05,Kepler-296 e,19 06 09.602,+49 26 14.38,297,1.4,3.341,34.142,0.02,89.95,Pinsonneault,80,,Mandel and Agol (2002 ApJ 580 171),136.036,787,0.165,0.026,0.008,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 f,11497958,K01422.04,Kepler-296 f,19 06 09.602,+49 26 14.38,241,1.61,3.605,63.338,0.5,89.95,Pinsonneault,121,,Mandel and Agol (2002 ApJ 580 171),162.593,979,0.249,0.029,0.009,13.9,0.516,0.5,3862,4.75,15.921,17.617,16.09,15.194,14.726,13.391,12.807,12.6,YES,2014-02-26,2014-06-10 00:00:00
Kepler-297 b,11122894,K01426.01,Kepler-297 b,18 52 50.200,+48 46 39.51,575,3.2,6.048,38.871,0.01,89.95,Pinsonneault,50.5,,Mandel and Agol (2002 ApJ 580 171),171.291,941,0.23,0.028,0.00032,1.9,1.07,1.04,6138,4.43,14.232,14.628,14.158,14.063,13.985,13.122,12.785,12.78,YES,2014-02-26,2014-06-10 00:00:00
Kepler-297 c,11122894,K01426.02,Kepler-297 c,18 52 50.200,+48 46 39.51,463,7.7,4.871,74.92,0.835,89.38,Pinsonneault,78.2,,Mandel and Agol (2002 ApJ 580 171),125.037,4311,0.355,0.068,0.00067,1.9,1.07,1.04,6138,4.43,14.232,14.628,14.158,14.063,13.985,13.122,12.785,12.78,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 b,11176127,K01430.01,Kepler-298 b,18 52 09.551,+48 49 31.29,571,2.24,2.345,10.475,0.73,88.24,Pinsonneault,25,,Mandel and Agol (2002 ApJ 580 171),152.643,1062,0.082,0.032,0.008,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 c,11176127,K01430.02,Kepler-298 c,18 52 09.551,+48 49 31.29,440,2.58,2.022,22.929,0.92,88.81,Pinsonneault,42,,Mandel and Agol (2002 ApJ 580 171),143.856,1031,0.138,0.037,0.008,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 d,11176127,K01430.03,Kepler-298 d,18 52 09.551,+48 49 31.29,294,2.55,4.822,77.481,0.69,89.38,Pinsonneault,95,,Mandel and Agol (2002 ApJ 580 171),184.218,1426,0.31,0.037,0.009,14,0.66,0.635,4655,4.65,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-299 b,11014932,K01432.03,Kepler-299 b,18 52 49.673,+48 34 49.81,1229,1.19,2.527,2.927,0.33,87.66,Pinsonneault,8.5,,Mandel and Agol (2002 ApJ 580 171),133.834,174,0.04,0.012,0.00056,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,13.875,13.51,13.436,YES,2014-02-26,2013-12-19 00:00:00
Kepler-299 c,11014932,K01432.01,Kepler-299 c,18 52 49.673,+48 34 49.81,922,1.89,3.354,6.886,0.35,88.81,Pinsonneault,15,,Mandel and Agol (2002 ApJ 580 171),138.413,437,0.071,0.019,0.00062,0.4,1.001,0.9,5885,4.53,15.017,15.493,14.961,14.813,14.765,13.875,13.51,13.436,YES,2014-02-26,2013-12-19 00:00:00
